date,temperature
2020-08-14 02:14:07,24.75
2020-08-14 02:24:07,25.25
2020-08-14 02:34:08,25.25
2020-08-14 02:44:07,24.75
2020-08-14 02:54:08,24.0
2020-08-14 03:04:07,23.5
2020-08-14 03:14:08,23.25
2020-08-14 03:24:07,23.0
2020-08-14 03:34:08,22.75
2020-08-14 03:44:07,22.25
2020-08-14 03:54:08,22.75
2020-08-14 04:04:07,22.75
2020-08-14 04:14:08,21.75
2020-08-14 04:24:07,22.0
2020-08-14 04:34:07,21.75
2020-08-14 04:44:08,22.25
2020-08-14 04:54:07,21.75
2020-08-14 05:04:08,22.0
2020-08-14 05:14:07,21.25
2020-08-14 05:24:08,21.75
2020-08-14 05:34:07,21.75
2020-08-14 05:44:08,21.75
2020-08-14 05:54:07,21.5
2020-08-14 06:04:08,21.25
2020-08-14 06:14:07,21.5
2020-08-14 06:24:08,21.5
2020-08-14 06:34:07,21.25
2020-08-14 06:44:08,21.75
2020-08-14 06:54:07,22.0
2020-08-14 07:04:08,21.75
2020-08-14 07:14:07,22.0
2020-08-14 07:24:08,21.75
2020-08-14 07:34:07,22.0
2020-08-14 07:44:08,21.75
2020-08-14 07:54:07,22.25
2020-08-14 08:04:08,22.5
2020-08-14 08:14:07,22.0
2020-08-14 08:24:07,23.0
2020-08-14 08:34:08,24.0
2020-08-14 08:44:07,23.0
2020-08-14 08:54:08,22.75
2020-08-14 09:04:07,22.25
2020-08-14 09:14:08,22.5
2020-08-14 09:24:07,22.0
2020-08-14 09:34:08,22.0
2020-08-14 09:44:07,21.5
2020-08-14 09:54:07,22.25
2020-08-14 10:04:08,22.5
2020-08-14 10:14:07,21.75
2020-08-14 10:24:08,20.75
2020-08-14 10:34:07,22.0
2020-08-14 10:44:08,25.0
2020-08-14 10:54:07,25.0
2020-08-14 11:04:08,25.5
2020-08-14 11:14:07,25.5
2020-08-14 11:24:08,25.5
2020-08-14 11:34:07,25.5
2020-08-14 11:44:08,25.75
2020-08-14 11:54:08,25.75
2020-08-14 12:04:07,26.0
2020-08-14 12:14:08,25.75
2020-08-14 12:24:07,26.0
2020-08-14 12:34:08,25.75
2020-08-14 12:44:07,25.5
2020-08-14 12:54:08,25.75
2020-08-14 13:04:07,25.25
2020-08-14 13:14:08,26.0
2020-08-14 13:24:07,25.75
2020-08-14 13:34:08,23.75
2020-08-14 13:44:07,23.75
2020-08-14 13:54:08,24.0
2020-08-14 14:04:07,24.25
2020-08-14 14:14:08,24.25
2020-08-14 14:24:07,24.5
2020-08-14 14:34:08,24.25
2020-08-14 14:44:07,24.75
2020-08-14 14:54:08,24.75
2020-08-14 15:04:07,24.5
2020-08-14 15:14:08,23.75
2020-08-14 15:24:07,23.25
2020-08-14 15:34:08,23.25
2020-08-14 15:44:07,22.25
2020-08-14 15:54:07,22.75
2020-08-14 16:04:08,23.0
2020-08-14 16:14:07,23.25
2020-08-14 16:24:08,23.0
2020-08-14 16:34:07,23.5
2020-08-14 16:44:08,23.75
2020-08-14 16:54:07,23.75
2020-08-14 17:04:08,23.5
2020-08-14 17:14:08,23.5
2020-08-14 17:24:07,23.75
2020-08-14 17:34:08,23.5
2020-08-14 17:44:07,23.5
2020-08-14 17:54:08,23.5
2020-08-14 18:04:07,23.5
2020-08-14 18:14:08,24.0
2020-08-14 18:24:07,23.0
2020-08-14 18:34:08,23.5
2020-08-14 18:44:07,24.0
2020-08-14 18:54:07,24.0
2020-08-14 19:04:08,23.75
2020-08-14 19:14:07,23.75
2020-08-14 19:24:08,23.25
2020-08-14 19:34:07,23.0
2020-08-14 19:44:08,23.75
2020-08-14 19:54:07,23.5
2020-08-14 20:04:08,23.5
2020-08-14 20:14:07,23.5
2020-08-14 20:24:07,23.5
2020-08-14 20:34:08,23.75
2020-08-14 20:44:07,23.25
2020-08-14 20:54:08,23.25
2020-08-14 21:04:07,22.75
2020-08-14 21:14:08,23.0
2020-08-14 21:24:07,22.75
2020-08-14 21:34:08,23.0
2020-08-14 21:44:07,22.75
2020-08-14 21:54:08,23.0
2020-08-14 22:04:07,22.75
2020-08-14 22:14:08,22.25
2020-08-14 22:24:07,22.75
2020-08-14 22:34:07,22.5
2020-08-14 22:44:07,22.5
2020-08-14 22:54:07,22.75
2020-08-14 23:04:07,22.75
2020-08-14 23:14:07,23.25
2020-08-14 23:24:07,23.25
2020-08-14 23:34:08,23.5
2020-08-14 23:44:07,24.0
2020-08-14 23:54:08,23.5
