date,temperature
2020-08-11 13:05:14.927891,24.0
2020-08-11 13:35:15.116116,24.25
2020-08-11 14:05:14.315469,24.25
2020-08-11 14:35:14.454637,24.0
2020-08-11 15:05:14.610977,23.75
2020-08-11 15:35:14.808124,24.75
2020-08-11 16:05:14.967891,25.25
2020-08-11 16:35:15.098584,24.25
2020-08-11 17:02:06,24.0
2020-08-11 17:05:40,24.5
2020-08-11 17:10:55,24.25
2020-08-11 17:40:55,24.25
2020-08-11 18:09:47,24.5
2020-08-11 18:12:47,24.75
2020-08-11 18:15:46,24.75
2020-08-11 18:18:47,24.25
2020-08-11 18:21:46,24.5
2020-08-11 18:24:47,24.75
2020-08-11 18:27:46,24.75
2020-08-11 18:30:47,24.75
2020-08-11 18:33:46,24.25
2020-08-11 18:36:47,24.5
2020-08-11 18:39:46,24.75
2020-08-11 18:42:47,24.75
2020-08-11 18:45:46,24.5
2020-08-11 18:48:47,25.0
2020-08-11 18:53:51,25.5
2020-08-11 19:03:51,25.25
2020-08-11 19:13:51,25.25
2020-08-11 19:23:51,25.25
2020-08-11 19:33:51,25.25
2020-08-11 19:43:51,25.25
2020-08-11 19:53:51,25.75
2020-08-11 20:03:51,25.5
2020-08-11 20:13:51,26.0
2020-08-11 20:23:51,25.25
2020-08-11 20:33:51,25.5
2020-08-11 20:43:51,25.25
2020-08-11 20:53:51,25.5
2020-08-11 21:03:51,25.5
2020-08-11 21:13:51,25.0
2020-08-11 21:23:51,25.25
2020-08-11 21:33:51,25.25
2020-08-11 21:43:51,29.0
2020-08-11 21:53:51,27.75
2020-08-11 22:03:51,26.75
2020-08-11 22:13:51,27.0
2020-08-11 22:23:51,27.0
2020-08-11 22:33:51,27.25
2020-08-11 22:43:51,28.0
2020-08-11 22:53:51,27.0
2020-08-11 23:03:51,27.75
2020-08-11 23:13:51,27.0
2020-08-11 23:23:51,27.25
2020-08-11 23:33:51,27.5
2020-08-11 23:43:51,27.25
2020-08-11 23:47:21,25.0
2020-08-11 23:57:20,27.5
