date,temperature
2020-08-15 00:14:08,23.75
2020-08-15 00:24:07,23.5
2020-08-15 00:34:08,23.0
2020-08-15 00:44:07,23.5
2020-08-15 00:54:08,23.75
2020-08-15 01:04:07,24.0
2020-08-15 01:14:08,24.0
2020-08-15 01:24:07,24.0
2020-08-15 01:34:08,24.0
2020-08-15 01:44:07,24.0
2020-08-15 01:54:08,24.25
2020-08-15 02:04:07,24.0
2020-08-15 02:14:08,24.25
2020-08-15 02:24:08,24.25
2020-08-15 02:34:07,24.25
2020-08-15 02:44:07,24.25
2020-08-15 02:54:07,24.0
2020-08-15 03:04:08,24.0
2020-08-15 03:14:07,24.25
2020-08-15 03:24:08,24.25
2020-08-15 03:34:07,23.75
2020-08-15 03:44:08,24.25
2020-08-15 03:54:07,23.75
2020-08-15 04:04:08,23.75
2020-08-15 04:14:07,24.25
2020-08-15 04:24:08,24.25
2020-08-15 04:34:07,23.75
2020-08-15 04:44:08,24.75
2020-08-15 04:54:07,24.75
2020-08-15 05:04:08,25.5
2020-08-15 05:14:07,25.75
2020-08-15 05:24:08,26.0
2020-08-15 05:34:07,26.25
2020-08-15 05:44:08,26.5
2020-08-15 05:54:07,26.5
2020-08-15 06:04:08,26.5
2020-08-15 06:14:07,26.75
2020-08-15 06:24:08,27.0
2020-08-15 06:34:07,27.25
2020-08-15 06:44:08,27.0
2020-08-15 06:54:08,27.25
2020-08-15 07:04:07,27.5
2020-08-15 07:14:08,27.5
2020-08-15 07:24:07,27.5
2020-08-15 07:34:08,27.5
2020-08-15 07:44:07,27.5
2020-08-15 07:54:08,27.25
2020-08-15 08:04:07,28.0
2020-08-15 08:14:08,28.5
2020-08-15 08:24:07,27.75
2020-08-15 08:34:08,27.5
2020-08-15 08:44:07,27.0
2020-08-15 08:54:08,26.0
2020-08-15 09:04:07,26.5
2020-08-15 09:14:08,26.25
2020-08-15 09:24:07,25.5
2020-08-15 09:34:08,25.75
2020-08-15 09:52:39,25.25
2020-08-15 10:02:39,25.25
2020-08-15 10:12:39,24.25
2020-08-15 10:22:39,25.0
2020-08-15 10:32:39,25.0
2020-08-15 10:42:39,25.25
2020-08-15 10:52:39,25.25
2020-08-15 11:02:39,25.5
2020-08-15 11:12:39,25.25
2020-08-15 11:22:39,25.5
2020-08-15 11:32:39,26.0
2020-08-15 11:42:39,26.25
2020-08-15 11:52:39,26.25
2020-08-15 12:02:39,25.75
2020-08-15 12:12:39,25.25
2020-08-15 12:22:39,25.5
2020-08-15 12:32:39,24.75
2020-08-15 12:42:39,24.75
2020-08-15 12:52:39,25.0
2020-08-15 13:02:39,24.75
2020-08-15 13:12:40,24.75
2020-08-15 13:22:39,24.0
2020-08-15 13:32:40,24.75
2020-08-15 13:42:39,25.5
2020-08-15 13:52:40,26.0
2020-08-15 14:02:39,26.25
2020-08-15 14:12:39,26.0
2020-08-15 14:22:39,26.5
2020-08-15 14:32:39,27.0
2020-08-15 14:42:39,26.75
2020-08-15 14:52:39,27.0
2020-08-15 15:02:39,27.25
2020-08-15 15:12:39,27.5
2020-08-15 15:22:39,27.25
2020-08-15 15:32:39,27.5
2020-08-15 15:42:39,27.75
2020-08-15 15:52:39,27.25
2020-08-15 16:02:39,27.75
2020-08-15 16:12:39,27.5
2020-08-15 16:22:39,27.0
2020-08-15 16:32:39,26.75
2020-08-15 16:42:39,26.75
2020-08-15 16:52:39,26.0
2020-08-15 17:02:39,25.5
2020-08-15 17:12:39,26.25
2020-08-15 17:22:39,25.75
2020-08-15 17:32:39,26.25
2020-08-15 17:42:39,26.0
2020-08-15 17:52:39,25.75
2020-08-15 18:02:39,26.0
2020-08-15 18:12:39,26.25
2020-08-15 18:22:39,27.5
2020-08-15 18:32:39,26.5
2020-08-15 18:42:39,26.5
2020-08-15 18:52:39,27.25
2020-08-15 19:02:39,27.5
2020-08-15 19:12:39,26.5
2020-08-15 19:22:39,26.0
2020-08-15 19:32:39,26.0
2020-08-15 19:42:39,26.25
2020-08-15 19:52:39,27.25
2020-08-15 20:02:39,26.75
2020-08-15 20:12:39,26.5
2020-08-15 20:22:39,27.0
2020-08-15 20:32:39,26.5
2020-08-15 20:42:39,27.0
2020-08-15 20:52:39,26.0
2020-08-15 21:02:39,25.25
2020-08-15 21:12:39,26.0
2020-08-15 21:22:39,28.0
2020-08-15 21:32:39,27.25
2020-08-15 21:42:39,28.0
2020-08-15 21:52:39,26.75
2020-08-15 22:02:39,26.5
2020-08-15 22:12:39,27.5
2020-08-15 22:22:39,27.25
2020-08-15 22:32:39,27.75
2020-08-15 22:42:39,28.5
2020-08-15 22:52:39,27.75
2020-08-15 23:02:39,27.25
2020-08-15 23:12:39,27.25
2020-08-15 23:22:39,28.0
2020-08-15 23:32:39,28.0
2020-08-15 23:42:39,30.25
2020-08-15 23:52:39,30.0
